"row ID","High Income"
"Row0",0.000002884044375699564
"Row1",0.000000009412931714565801
"Row4",0.000000016510264184927772
"Row6",0.00000000005928399011540053
"Row10",0.585119909602961
"Row12",0.9898675577594683
"Row16",0.0000000000005382483779364826
"Row18",0.000000093844328339082
"Row22",0.0000000003995624949034766
"Row29",0.9997976251553331
"Row32",0.0000000008708430464510246
"Row39",0.000011196310395436954
"Row45",0.9999999343997991
"Row47",0.0000004442160829058311
"Row50",0.000000003857486323332162
"Row51",0.00000000000007726098817464592
"Row54",0.0000785987011508212
"Row56",0.7716075974742391
"Row60",0.0000000009064443380070946
"Row66",0.00000000023035878256370268
"Row70",0.000000000006256164072239822
"Row77",0.182604417092455
"Row78",0.9874895413571444
"Row81",0.0012132973491897842
"Row83",0.1761153891317264
"Row87",0.05554094081542571
"Row90",0.9999762112110722
"Row92",0.00000000000012654832818288706
"Row96",0.9999999990408668
"Row103",0.0000000000055694162813883795
"Row106",0.9997741261240466
"Row107",0.00000000000022688099803828722
"Row109",0.00028602627277178827
"Row110",0.00000000000021243449843939696
"Row111",0.9999829718093868
"Row113",0.00000000016276210612748288
"Row115",0.000000001240273091320519
"Row118",0.9994507714213436
"Row120",0.023193648646164366
"Row125",0.9268196010102756
"Row129",0.0000001895798030621142
"Row132",0.000005897898144462825
"Row137",0.0009142444459122223
"Row139",0.9967557575558497
"Row143",0.0005410679039901526
"Row146",0.000000000012353334119353626
"Row147",0.00000000001310539556425445
"Row148",0.00000000009272801685408287
"Row149",0.9942527865907831
"Row158",0.00000000005905473662685669
"Row163",0.049485170860006894
"Row167",0.30700625936445103
"Row169",0.9692063164783183
"Row170",0.0000000000008505548255968131
"Row171",0.9951452024124453
"Row175",0.00000000000002236007331183741
"Row176",0.000000000000018067477724982097
"Row178",0.0000000000001327835699468935
"Row179",0.5234191194878981
"Row189",0.999790819514588
"Row190",0.9994560529913872
"Row195",0.7567248155125724
"Row198",0.9999999999990257
"Row201",0.0000000000000030070273403760058
"Row202",0.9999856750793787
"Row208",0.9999999998559288
"Row211",0.8092524772650064
"Row212",0.000000000002091935717529091
"Row214",0.9999999541340648
"Row216",0.0000000046494337928832094
"Row229",0.0000000003622907267318339
"Row230",0.0000000000672623535311784
"Row231",0.9999474628451229
"Row234",0.9999999598356347
"Row236",0.000000000925040943363249
"Row237",0.9999999989797417
"Row238",0.9999999912342515
"Row243",0.000000000000042288330611404354
"Row244",0.00000000000956315968909064
"Row251",0.48124498847021113
"Row253",0.0000000005565737540553011
"Row257",0.00000000000032862971178207323
"Row264",0.0000000000035356619844999644
"Row267",0.999999985054111
"Row272",0.9997049760868327
"Row284",0.0000000000002392290117195606
"Row297",0.864694590020478
"Row302",0.000016623414253841052
"Row305",0.000000000022091701042332733
"Row308",0.3617718788503494
"Row309",0.9999999495643045
"Row310",0.00000000029202310239546883
"Row311",0.9999990683234674
"Row314",0.0000000000000016165848023359574
"Row315",0.00000000013998850954805266
"Row316",0.000000013963862239880279
"Row320",0.00000002963813854515341
"Row330",0.000000020620698967321786
"Row331",0.000000019163551182401598
"Row333",0.000000000006905959252359027
"Row337",0.00000002058886335963725
"Row338",0.5073813545421777
"Row339",0.00006585467290711894
"Row340",0.0000000000033894318217197796
"Row341",0.9999999999520341
"Row342",0.9999999998704183
"Row350",0.9999998421960254
"Row364",0.0000000012715418557089302
"Row368",0.054251553753810286
"Row370",0.00009927365918775842
"Row372",0.9999999838017593
"Row373",0.000004761703548984448
"Row374",0.9982264223681415
"Row375",0.000000000000054638104292687706
"Row377",0.000000000014106335999509059
"Row378",0.0000000034629555602999715
"Row379",0.7662996444002843
"Row380",0.00000006342190072968576
"Row382",0.00000000001740464188488445
"Row389",0.000000000000170342299501047
"Row393",0.9999999909626412
"Row396",0.9954486027337125
"Row397",0.0000000000021620234348841165
"Row401",0.19843569843373615
"Row411",0.0000000000000013123993781921145
"Row415",0.9999999194604299
"Row417",0.026778616152214975
"Row419",0.3117345216773528
"Row422",0.9993190353456699
"Row425",0.000000050923068788176175
"Row431",0.0000000000006006935654953911
"Row432",0.000000006827381626845962
"Row437",0.0000000009544696228634425
"Row439",0.9995507891608031
"Row441",0.00000000000014900152613043058
"Row443",0.9999999360405757
"Row445",0.00000000000016193934745080262
"Row448",0.00000000017464248261750362
"Row451",0.4641281766815875
"Row452",0.9999998593721366
"Row458",0.0008018251925711742
"Row461",0.000027459086138221094
"Row463",0.0000000000011889168383946935
"Row466",0.000000042159059044814736
"Row467",0.9999925873592077
"Row471",0.00000000000007112860536014647
"Row473",0.8593896450759344
"Row476",0.9998508761443292
"Row477",0.00000000000008830705139908382
"Row482",0.000000000023158400125568506
"Row491",0.9999476740212959
"Row494",0.9999986355817174
"Row501",0.08814402109931371
"Row505",0.00000000000000000010678136449783592
"Row506",0.0004951047086019431
"Row508",0.000000005423356677208082
"Row515",0.00000027935855221753317
"Row527",0.0000000001543041314805661
"Row532",0.00000000031762451049381206
"Row533",0.0019708704387548744
"Row536",0.0000000000014580801489864724
"Row546",0.0845815614723573
"Row547",0.999999914564772
"Row560",0.0008515428709840516
"Row569",0.00000003134683117117409
"Row571",0.00010622409853128536
"Row574",0.0007856367414464711
"Row578",0.9502339793991419
"Row580",0.00000046612853552177016
"Row583",0.8929896890648319
"Row585",0.49043419255673754
"Row586",0.00000005059134506207166
"Row587",0.0000000000000049985331156317086
"Row596",0.0000000000001944333342213788
"Row603",0.00000001671803360942828
"Row604",0.00000000005782646766623274
"Row605",0.9983202770189796
"Row606",0.0006705493295471864
"Row610",0.9782803786277392
"Row612",0.000000000009235719332738822
"Row613",0.0016169217614231287
"Row614",0.00000000008625026996967142
"Row615",0.015916300048962186
"Row620",0.000000000000004041328318713347
"Row621",0.00000000002765115504335969
"Row627",0.9020674358120006
"Row628",0.6188267991809362
"Row632",0.9997670649344066
"Row637",0.9999999999999714
"Row639",0.9999999786364906
"Row646",0.008352604116588088
"Row649",0.9999516234245807
"Row651",0.18611511735377145
"Row656",0.000000000010837094929282213
"Row658",0.0000000000007188732924558874
"Row661",0.11889640660986056
"Row667",0.9235151923523234
"Row669",0.000000000000007473540588799703
"Row671",0.00000000000010920164024357197
